v1;v2;v3;v4;v5;v6;v7;v8;v9;v10;v11;v12;v13;v14;v15;v16;v17;v18;v19
63.04882087;29.30738078;69.95928198;71.11349013;7.274435069;79.53646409;1.168284253;0.471549813;1.638857986;0.653165549;1.35452676;1.686462367;0.69904997;1.093410026;47.45778363;24.71284254;6.815720019;5.191720126;33.10210604
9.370782576;30.03248468;40.15188729;25.0477684;73.17704871;91.4102681;0.889237432;0.723277229;1.739145326;0.77872382;1.901397126;1.400128689;0.501655318;0.866227832;10.80242477;2.373871976;1.67379118;35.02434378;14.22158345
46.30026913;90.19466487;16.96979638;79.598523;46.56888908;79.27164719;1.143238969;0.47852547;1.061062134;0.660559509;1.52525821;1.605133774;0.794092475;1.072663037;44.44087053;28.54241115;3.552206713;46.63116168;44.48013317
45.95580797;76.72000565;45.37210332;2.985966692;55.83158642;83.2305586;1.002679686;0.581634428;1.872142141;0.306130831;1.302507913;1.099645399;0.718697503;1.075575284;39.56388136;6.049886949;13.3990912;0.1814013;1.144312858
18.22081292;47.02409047;70.17256236;67.09551242;43.77436178;84.67712;1.117986438;0.301127264;1.345149632;0.388633541;1.247773392;1.99023995;0.652936839;0.977072141;44.42408928;11.45791973;1.840577503;48.07335676;3.259559732
78.27729811;55.67558701;76.74454032;63.65064659;15.14390424;44.46982758;1.247767005;0.330854868;1.989090328;0.718685385;1.409877142;1.636235228;0.357335878;1.313767654;44.80168115;4.594148817;17.51396785;32.61752713;43.27626842
39.2849009;55.50831011;62.20208637;86.46588469;65.66075241;31.24796872;0.871935237;0.649578242;1.853398606;0.506188887;1.601173206;0.438509835;0.739801973;1.229776868;10.12267986;28.62838497;8.884030939;17.15922413;7.071915676
70.00909087;25.06412084;6.825667471;62.2562293;14.39346688;79.37745545;1.143445799;0.323789772;1.365484762;0.720038652;1.564696304;1.151760525;0.464822272;1.468932923;40.81252899;21.31465191;2.995024011;40.82443124;9.909163229
20.95341918;38.01698585;67.28452019;7.762141647;33.0163365;83.29805722;1.148488466;0.315222115;1.055751812;0.767546353;1.4870213;1.684515769;0.734582298;1.246196038;25.71235235;27.98198686;2.532102587;0.962506072;10.88644977
80.63255562;42.84215737;31.80237498;26.81138841;78.88791496;82.53807621;1.265325309;0.688550277;1.806395732;0.749904082;1.458456596;0.931017675;0.589910521;0.823398882;24.5056055;27.66067218;18.48031784;38.5165784;0.59644921
25.52295588;34.52185569;29.88330768;8.587148823;3.885158449;3.010475286;0.88818965;0.658199075;1.560976104;0.793821317;1.329981266;0.996255631;0.38488775;0.942695101;48.96975185;23.83680201;14.91938034;23.8372045;23.56373717
14.78455898;45.01897115;76.39280848;16.57852207;18.69035827;37.35625069;1.368650493;0.725772148;1.335265299;0.341231821;1.673617931;0.797915512;0.305510192;1.228518827;12.25396917;17.19924243;18.8027792;43.38687899;39.2619091
94.79113468;53.14877883;21.52623935;56.78364338;47.96551019;72.9046281;1.021202922;0.407357172;1.107023532;0.603327906;1.819420198;0.916940175;0.722934041;0.84435951;49.45635352;5.919262902;4.359396622;21.3520942;32.69787719
53.64614143;98.4520457;15.7320334;27.52953386;23.38632381;36.74167835;0.966226212;0.500071965;1.324435706;0.736696188;1.479014837;1.334982225;0.421877234;1.077266463;20.74712232;6.53718777;16.38366244;43.17776712;2.824570728
19.78909352;91.36608918;75.36862087;68.07657121;26.06969792;70.41458548;1.417230279;0.709541648;1.524043754;0.464194489;1.182156734;1.903958595;0.583924734;0.881007578;47.3581969;13.69612607;13.40003779;42.77453851;17.37510302
55.43192301;36.19399252;67.41076011;0.07092033;60.78266341;68.05553548;1.054979082;0.665893013;1.197291452;0.646509996;1.285195163;1.98918776;0.726688372;0.914750569;31.11508575;5.672674414;10.31375621;1.885847258;45.21477801
64.74132522;15.49724694;11.06581757;25.23499571;67.67987097;57.41774754;1.476836152;0.466968985;1.70474978;0.509730211;1.636143178;1.897159614;0.624580114;1.322111405;31.95016793;16.2602439;12.82202341;44.80554146;39.64530263
11.78715739;4.594002175;75.10135902;58.10026194;61.99218607;19.78734147;1.328936494;0.586024531;1.959178329;0.426427396;1.829044599;1.544683312;0.757677578;1.095865515;37.4638684;1.292577493;15.47005443;33.1021116;29.64902511
75.9630834;97.97616056;18.23258745;73.98234508;70.23770638;19.99575116;1.317335439;0.301628896;1.041976899;0.338283998;1.404170423;0.761152583;0.336854049;1.421605442;42.78691011;11.90781724;7.826223914;22.0946656;12.16861604
31.42399103;90.04492143;78.03300204;12.34885904;38.42744214;68.43314541;1.194584071;0.698633471;1.248124214;0.50929133;1.021203374;1.251874327;0.618797347;1.308969543;22.89740666;25.96487165;14.725602;38.30957769;10.48999752
77.06295867;54.70174726;62.54694151;54.2124427;24.54542581;23.55093476;1.100737175;0.405742666;1.601528783;0.781761523;1.375545119;1.700987429;0.347772588;1.211113332;8.006822807;25.26166683;6.973170401;49.33971757;46.36685369
96.67998278;49.93756043;2.901095301;52.64292349;79.50536858;84.26848641;1.399005622;0.557230527;1.852927579;0.554948157;1.430990622;0.768801826;0.472420342;1.495912861;34.8319909;0.574281025;15.54357297;33.04321893;35.91442282
20.03593692;66.0138438;58.70753137;72.22376382;31.0247401;44.10196906;1.271493796;0.725838186;1.449465283;0.761107885;1.508365231;0.346031306;0.787866139;1.489302031;6.449210667;15.68364887;13.44330712;7.74043292;31.88687719
5.072489963;58.9533777;2.545938827;52.20380198;75.07643299;5.086498591;1.339931401;0.556722193;1.813006739;0.716117657;1.07279656;0.647215667;0.765783018;0.858844912;25.58380902;17.51248379;9.480461185;10.92306265;16.43327458
40.79509776;9.633384529;51.1813955;34.43169891;44.5041796;73.39899766;0.865380764;0.552008413;1.916595696;0.410585781;1.426803818;0.670692991;0.761557154;0.923084466;3.786452976;25.45905972;15.36717;49.4344595;6.927625323
17.79572959;30.84342333;43.09130043;69.40232835;77.81116465;76.00890845;0.818220572;0.471706431;1.555680316;0.515732513;1.516333638;0.447180359;0.372299898;1.24771881;26.1386271;18.79509941;16.2454158;13.62586801;33.23853167
96.26901618;78.45403925;10.80497568;19.09814859;43.2415908;13.79956892;1.457420184;0.317674069;1.026238955;0.650653826;1.029469138;1.171901274;0.472239408;1.394268827;11.74316175;23.15694905;3.245792515;31.00910401;12.70824533
28.74959481;4.260337516;1.787541155;25.42161985;67.04633322;75.44600787;0.932791999;0.344024709;1.769807829;0.701314547;1.993888007;0.575696911;0.451032664;1.030054381;32.2454385;14.97656097;0.209408794;13.26035359;8.886438236
24.82709934;51.34874936;18.61568168;66.53039477;25.03471509;0.842411746;0.991738875;0.748118436;1.869985309;0.790836669;1.491569327;1.395564551;0.312955004;1.371785534;0.992307172;5.634189199;3.546386808;38.96797484;8.516024961
85.34553743;41.81106829;62.18597276;61.8464061;18.49929031;13.91875877;1.496912632;0.497544381;1.049781363;0.790232189;1.268001687;1.122167557;0.361194898;1.354681655;28.30921798;9.324658513;0.782901449;35.81743479;19.69813104
53.05373536;14.28561644;16.31645216;21.09910111;33.30884093;86.83260451;1.026460575;0.419389937;1.501767715;0.715080679;1.451135091;0.955645627;0.331630303;0.977410787;0.045414234;18.36533399;19.72958633;21.67480725;37.33683387
68.83035633;43.67471712;29.61010097;67.03992111;19.23514288;66.04233948;1.065659159;0.489673118;1.956721811;0.436189605;1.723523992;0.872944198;0.742446465;1.121854462;12.07587208;13.94214311;17.6482692;28.8636345;29.10674376
57.78649999;88.86743409;52.54360937;32.18476225;19.696192;51.6535704;1.07597457;0.694153656;1.307941075;0.675842371;1.774883146;0.654076765;0.582741957;1.185154117;9.309878945;15.21627682;5.521685048;37.19302443;3.026513162
32.78370351;98.13821733;54.84913649;88.89677428;1.988866106;62.05958531;1.292863074;0.594938409;1.735584763;0.666575753;1.184446297;0.494635599;0.511354685;1.301419896;21.6280747;11.65137686;13.35303659;21.63292125;29.59228044
46.35831711;40.5698665;8.054124042;41.34186716;1.814370826;26.98507069;0.980917065;0.583921699;1.55518046;0.771847086;1.98359751;1.172179738;0.665360882;0.826676917;29.28217485;28.05028868;4.909068644;18.81880333;21.90972695
12.28877234;63.19687949;66.53939772;14.3683055;17.37775326;92.33546851;1.340616344;0.745096731;1.060638397;0.716971643;1.430643934;0.372844814;0.311271759;1.465301387;13.90313064;9.780969496;6.182358917;48.24328772;23.03457431
24.91267284;39.84041444;34.0358891;80.87294727;28.44729904;60.00484545;1.026520589;0.731592018;1.893342415;0.792871133;1.85610583;1.272949128;0.365152316;1.452621846;43.03202175;26.56534448;0.858988855;2.862632007;10.40649603
49.05669363;66.23429854;8.150286376;6.461556056;39.02277933;54.12190706;1.381303327;0.719270977;1.188483901;0.648047082;1.904144085;0.51765154;0.368358064;1.291151278;18.00230657;14.96877723;15.13494465;12.11995983;31.93128244
45.48610083;95.03702496;19.80096852;13.45336333;66.02075493;65.346759;0.858614218;0.467155244;1.810430988;0.373238779;1.371700638;1.708401388;0.455580298;1.147236659;15.81704833;13.5712298;9.838395999;20.27264555;0.044294936
82.0620378;21.90414011;59.79492895;81.03344305;13.07914356;25.99151342;0.809864671;0.764212906;1.85501737;0.744159645;1.391136537;1.844305858;0.734372472;1.126857685;15.25991281;11.22518193;12.71573574;5.378325179;43.83840945
79.80376671;5.643547419;41.85553335;59.52366689;23.26779338;92.47376968;1.017911625;0.408714421;1.810984465;0.710637405;1.564183336;1.132401673;0.454922264;1.108856732;0.891608966;6.905827392;9.347385662;37.80582466;48.68591685
79.14093907;2.517126058;47.67119262;1.228645309;41.2052235;25.16383606;1.162327716;0.357130792;1.275524004;0.364222027;1.051149131;1.920411194;0.419706697;0.916645558;4.040227213;29.73173551;5.546720172;35.69218899;41.72396528
41.40978567;65.48950418;13.06828003;84.44548451;75.11875341;32.59657153;0.931309081;0.395616632;1.479057145;0.637374732;1.778631964;0.790753864;0.621680087;1.415672263;26.79782556;16.76778544;0.506093125;27.81126694;26.1466729
48.13824163;94.82313485;5.559766795;46.1459557;36.9347346;58.13738583;1.426297764;0.715881418;1.997015615;0.428017397;1.333692217;1.658245543;0.335303141;1.433812467;47.77239615;6.77258194;6.106854761;36.90436259;46.4610023
17.85742971;71.06592257;9.461389985;58.08161574;60.89588189;36.19529542;1.445333333;0.633706993;1.112895341;0.40651469;1.125266765;1.024902957;0.521709301;1.366560616;49.59225842;9.126081553;4.665033198;16.00885775;15.09728342
8.903625025;61.09858428;6.591554713;68.71173945;26.8656208;20.31520768;1.336650716;0.443246455;1.100237192;0.420635447;1.232823561;0.766492198;0.782735638;0.961271278;39.27757083;22.9450123;14.31786504;34.45663227;10.14801111
5.390830804;11.40211381;68.64172999;78.43724986;19.50315868;44.07386475;1.151820828;0.725946067;1.18621186;0.786363654;1.795396765;1.204075143;0.303287131;1.29548074;38.85804804;7.164743599;19.39422878;10.44299398;9.257500165
61.54963849;68.54609612;0.774361622;52.16371225;17.42793635;29.19744295;1.035774787;0.729872847;1.258214688;0.317548601;1.513153424;0.337504947;0.606007462;1.157380907;42.74444192;28.98192389;8.532235092;0.585147575;34.50459976
33.08104735;20.9619707;67.47773657;69.29775631;30.62141165;15.33635957;1.224165391;0.775621986;1.723054829;0.372018931;1.599700306;1.112254321;0.338907666;0.939120635;29.9790362;3.582711022;9.855025704;6.372347544;18.72217286
18.97553813;21.72093207;2.77903771;51.40478434;10.03789315;7.510421705;1.44082333;0.713920251;1.516197904;0.51986916;1.532809371;1.10335767;0.589425016;0.8438514;19.84259671;5.577141973;18.2377545;27.44080866;37.82348927
68.12734918;89.54919532;13.33889885;16.44589932;73.74380421;22.13934991;0.971310075;0.752600618;1.226936897;0.59483192;1.285829815;1.632308069;0.702428814;1.402971102;16.42293866;4.407830774;11.61674207;38.89746979;15.99372702
7.801236608;58.08034863;48.32717581;9.109534593;64.20867482;30.71160407;1.080788508;0.409926939;1.518870126;0.752664904;1.555573221;0.944738572;0.364148555;1.307237015;25.29010233;22.18071753;7.054680102;36.28024318;12.80738234
74.14934556;37.72539876;18.39549035;38.49635793;17.00373678;42.79136516;0.936627389;0.503755144;1.672311522;0.727664078;1.255106138;1.090670364;0.588591835;1.05879673;28.9434092;8.716749195;19.20446463;20.22572065;28.85684033
40.35746832;21.83752481;26.62488142;43.44666585;64.15253693;92.72882752;0.943353421;0.413412797;1.571460165;0.476180232;1.456798641;0.327093195;0.556266958;1.415957061;40.84619753;10.90034528;3.713302189;4.239535891;3.379409388
97.37300258;3.430558112;29.10870453;20.48208657;29.88425648;10.56745427;1.498223052;0.572859298;1.266445125;0.436845822;1.137482034;0.554151849;0.343188393;0.899162674;29.38775453;9.989617949;9.951037937;46.7726393;0.002183754
95.21278406;77.01774111;15.7547136;75.72516663;26.80293014;10.48177637;0.901733719;0.372582991;1.064602196;0.713944144;1.908958853;0.453960521;0.670957084;1.035048254;12.85395437;18.04840183;7.49086455;9.608772816;7.265564159
99.431377;28.03590256;66.45810774;36.55194075;6.056242175;69.5990605;1.456660668;0.765625462;1.19390499;0.449686463;1.411084508;0.816808476;0.332373685;0.924488476;13.70425145;19.69217193;7.647809489;29.0891387;16.76319708
94.11609168;59.90070999;1.145793926;12.99655462;49.20587016;66.66179285;0.954138525;0.361483916;1.669219661;0.443614946;1.576077918;1.069061361;0.659809743;1.083417742;14.96194546;20.61738385;7.015539184;12.28755761;32.47040554
53.29850423;76.58882963;61.644469;61.21488495;25.32556426;51.78860165;1.216405599;0.569431223;1.419657858;0.563237806;1.579460752;1.858393519;0.621575675;1.374924903;17.28866348;2.4759471;6.477216799;40.43244807;17.56122196
58.25546908;56.97752619;18.6940792;85.23619864;36.66615874;55.28800031;1.264345417;0.772015081;1.616748544;0.476750777;1.605419526;1.466401072;0.383613847;1.295053598;17.51096832;1.764254537;7.086351267;21.36239401;18.54262273
30.21234304;17.15532257;13.92113719;58.07581549;23.57634792;43.63411996;0.910626126;0.310733117;1.207084357;0.630786873;1.501233485;1.721362664;0.645114614;1.479920394;9.878365288;17.34933696;13.15346859;25.3320222;32.84379783
85.3752543;62.82399562;43.22032269;26.99393832;63.24786894;53.17916486;1.213779203;0.721838035;1.355462954;0.312957474;1.922562481;1.558659075;0.590146499;1.398245378;9.870878968;2.700564447;4.559956738;2.140672388;8.475225186
43.68083265;28.98445101;72.84156213;8.377193925;78.63109821;93.87992984;1.03771578;0.381921937;1.060230656;0.666133071;1.593533736;1.660497643;0.461200501;1.302500404;20.75739513;13.32754029;11.4853941;31.37324224;26.69304052
98.23795706;62.85866979;47.51910778;84.45209258;34.77017026;41.21101012;1.214695294;0.700928244;1.000647799;0.638259349;1.917459618;1.3017027;0.730645249;1.106125115;21.89479391;26.88964404;5.415947079;21.71340894;4.454690928
4.870360857;30.09022721;60.47140289;18.94266789;2.607504409;47.49869932;1.341835752;0.78106109;1.837253771;0.396562084;1.896583536;1.513727304;0.582759726;0.880798956;31.73176014;24.26306788;15.56695208;12.55821162;44.59647229
98.08001169;32.565817;7.564922236;81.361983;30.20746481;51.26300543;1.013486082;0.553940456;1.848925208;0.317216184;1.401112573;1.237530957;0.623805345;1.082641793;15.88815068;19.8655965;8.727296079;47.87309002;15.89808688
15.56071676;37.73033079;6.057793852;44.23896009;62.21265975;15.81430307;0.962048673;0.497761405;1.977089325;0.408026612;1.577683886;0.768756319;0.696014085;0.885810163;34.55383218;14.78175932;8.473371537;16.49359907;45.08301938
35.76747682;55.15403831;41.97390016;50.74402126;29.39878788;72.68790628;1.210268002;0.506177745;1.326428708;0.689869708;1.072731937;0.584110925;0.537601503;1.013036963;6.849229138;1.673575854;18.44550216;49.23778292;23.62291274
75.11183296;45.26012631;4.271426238;59.44878416;14.24218152;38.38969278;1.126408689;0.525999723;1.674853251;0.632984228;1.195648159;0.369827479;0.625002727;1.472478087;3.36521602;18.23777333;12.11524674;20.52711501;29.11731091
2.977601648;56.22681812;52.65376534;79.51438307;15.70202719;87.17777899;0.815201523;0.438718448;1.414764288;0.736413614;1.640761778;1.964358335;0.667661655;1.409671058;35.60321066;13.25322719;18.2279271;3.678432514;26.76226218
52.38547807;73.45301555;13.97914371;83.86108232;34.61600831;92.43969659;1.423129309;0.542263997;1.775389238;0.677493952;1.184964493;1.562179276;0.558809985;1.353867514;26.58781232;16.20832748;2.72028184;0.612652372;19.46782895
24.15167952;72.36968079;76.90068977;42.41018906;45.39745379;89.65743061;1.159363445;0.629541948;1.563586913;0.640441147;1.022730799;0.504231927;0.351150671;0.984393483;3.030161909;3.924785333;3.530723345;4.15735197;22.77094593
93.4667849;49.41334259;58.17528715;2.976838569;8.662371784;28.31068384;1.314896793;0.352176524;1.924655436;0.612806884;1.737103619;0.767013469;0.395034482;1.260453529;0.585547008;23.45851395;7.736898223;40.69708548;18.80261804
55.16943864;20.11178392;5.029397104;81.72071326;47.4262031;69.91013156;1.314551161;0.751112237;1.746748263;0.611603871;1.401905835;1.023524126;0.784920974;1.262103946;9.196193446;21.26895877;13.11908968;19.45189601;39.69856489
99.42191155;65.08427118;40.77026241;40.27543182;4.70831709;82.55036084;1.296408168;0.526500815;1.334306829;0.775967393;1.045837129;1.671573172;0.537263535;0.857877369;35.87931824;14.13201337;8.388312701;8.426605363;11.24181197
80.00338671;2.037782269;20.09056352;49.16184746;45.97135145;47.45323421;1.040638224;0.525221979;1.012028514;0.707839174;1.731624129;1.084712074;0.563133639;1.483143853;30.25343023;0.502757365;6.603394141;30.94160566;38.2996383
64.27923134;37.19372558;3.469722811;81.41596181;68.05216081;71.57544415;1.090264658;0.649190297;1.945412335;0.735544247;1.878328776;0.330123151;0.738645223;1.034483048;38.77336773;3.829461671;3.768196567;17.50163923;13.00055907
22.55195249;46.65109012;53.36246938;8.894923863;11.34342166;10.65815224;1.36925739;0.705586753;1.386623981;0.467096339;1.276071829;1.831385402;0.491765576;1.095299027;17.95893997;10.34335106;14.45454205;31.61444946;35.14510731
35.35292873;72.15974748;53.41217879;39.26240694;24.11258606;9.634302463;1.125440034;0.335537539;1.02411397;0.653579409;1.974251887;1.989407828;0.718544304;1.298329907;25.74793911;5.087873619;4.762625392;43.52968493;1.620437682
31.43768241;1.910148328;62.96880508;22.59256613;23.53849964;40.35110213;1.459807997;0.31970442;1.88234738;0.306524519;1.758320289;1.203701377;0.574384936;1.0008153;29.32579126;1.380329418;14.40657215;27.27363966;35.67632543
69.3131529;34.67213125;6.03282271;6.898303607;8.67696872;39.65009742;1.058063021;0.708033686;1.777128229;0.679678324;1.362045496;1.076784042;0.730735001;0.905103837;32.67372105;18.09433547;12.55441984;26.23720914;27.27643752
50.10508818;53.2916947;67.30535621;71.52125551;34.83969336;79.25365809;0.866322995;0.659597574;1.255560967;0.535162066;1.565080531;0.504807343;0.440540672;1.082576169;10.54262469;19.97990964;17.05448398;19.60476007;4.071328032
32.80856565;82.95812272;32.0607865;59.92097752;60.8657971;86.92024245;1.412218248;0.656882695;1.995434672;0.502946684;1.676475289;0.516050543;0.625199546;1.101817732;14.38448689;11.56126991;15.04329971;33.20160962;34.65440363
57.33023791;2.089227503;49.35305055;72.07927058;35.76132338;64.17779659;1.001997452;0.43676512;1.176274131;0.315795659;1.333819384;0.625152187;0.669135832;1.144755029;8.241817006;26.6428367;11.19989379;14.94539905;38.70509422
3.752492229;42.65873923;35.48170535;77.12514089;31.39686935;32.49902418;1.452084762;0.656958698;1.696651212;0.446329243;1.977218556;1.668784161;0.496151037;0.836347156;38.98392563;15.45943807;1.961547164;45.45557136;33.71544949
28.76101611;25.08330329;61.46817524;24.10164974;41.10837238;9.6879313;1.274127731;0.469745763;1.785999461;0.574613043;1.434668125;1.398970071;0.537259641;0.809125904;2.037874644;14.36615077;13.70037861;36.44566251;9.834454907
45.15271748;52.57888013;66.30460445;89.81660394;3.481303602;62.83779084;1.348246921;0.520474763;1.946051059;0.533008481;1.31281566;0.309950479;0.466471269;1.156324866;0.766100932;25.36861829;12.84092416;15.4159458;17.48601479
19.4246687;73.11872907;17.07071545;56.6684644;62.68634396;95.43487648;1.152229052;0.610396214;1.684248137;0.592701985;1.278722699;1.484191516;0.459217935;1.44554162;6.518012693;1.000405429;6.376926908;43.97093926;17.29311502
15.35873581;98.10800171;1.166418418;54.8323961;8.831683863;50.63442166;1.471883435;0.406723974;1.558041976;0.395131376;1.913342411;0.943820408;0.390564595;0.822207755;48.35984608;10.4329471;13.12149667;8.229195641;25.80933226
26.30534836;56.64387641;39.54002345;8.220973732;77.6287757;18.65047128;1.209313151;0.769129984;1.597880078;0.669289399;1.895450886;1.437597184;0.500697724;0.966006184;16.0919612;12.93915421;5.982162352;34.65210441;27.16460016
92.41672126;16.08576982;48.96626005;68.30401013;66.8026419;2.150823944;1.406792092;0.740953558;1.420181217;0.469963294;1.685991961;1.554293118;0.630662098;0.89931127;1.579999947;3.488614303;13.46538062;25.62443607;15.03264285
87.20163561;64.68493948;13.11346186;77.8745432;67.70536125;84.18274703;1.240640352;0.638360102;1.231522348;0.554043586;1.2223077;0.855228514;0.353952559;1.172536513;10.45119009;17.51762958;12.76334248;49.10436234;49.07468357
9.142509545;94.98236848;44.14831383;62.8862529;20.9803913;47.00230116;1.020239452;0.538350762;1.096659634;0.458708351;1.28801652;1.013569112;0.710656445;0.99904503;38.2455565;24.19672218;13.56951597;29.14661228;34.94828849
